"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0394497443691307,6,92,4.36116600790514,"Fc gamma R-mediated phagocytosis","http://www.genome.jp/kegg-bin/show_pathway?mmu04666 "," Fcgr1  Rac2  Vav1  Plcg2  Pik3cd  Fcgr4"
0.0448285740071023,9,202,2.9794104410441,"NOD-like receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04621 "," Cybb  Mefv  Irf7  Gbp3  Oas3  Oas2  Ikbke  Oas1a  Oas1g"
0.0448285740071023,9,201,2.99423337856174,"Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05205 "," Cd44  Esr1  Tlr2  Vav1  Plcg2  Fzd8  Pik3cd  Actg1  Ccnd1"
0.0473211355421595,5,69,4.84574000878349,"Leishmaniasis","http://www.genome.jp/kegg-bin/show_pathway?mmu05140 "," Itgb2  Cybb  Fcgr1  Tlr2  Fcgr4"
0.0475631118451488,5,70,4.77651515151515,"Acute myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?mmu05221 "," Spi1  Fcgr1  Pik3cd  Cd14  Ccnd1"
0.0554859002237617,7,139,3.36761499890996,"Alcoholic liver disease","http://www.genome.jp/kegg-bin/show_pathway?mmu04936 "," Srebf1  C1qa  C1qb  Ikbke  Scd4  Cd14  Ccnd1"
0.0571762787858289,8,178,3.00544773578481,"Tuberculosis","http://www.genome.jp/kegg-bin/show_pathway?mmu05152 "," Itgb2  Fcgr1  Tlr2  Clec4e  Coro1a  Itgax  Cd14  Fcgr4"
0.0683647378608814,4,50,5.34969696969697,"ABC transporters","http://www.genome.jp/kegg-bin/show_pathway?mmu02010 "," Abcg1  Abcd1  Tap1  Abcg5"
0.091706181624138,6,120,3.34356060606061,"Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04919 "," Esr1  Plcg2  Dio1  Pik3cd  Actg1  Ccnd1"
0.111621548751502,5,91,3.67424242424242,"Complement and coagulation cascades","http://www.genome.jp/kegg-bin/show_pathway?mmu04610 "," Itgb2  Itgax  C1qa  C1qb  Cfd"
0.111795840542308,5,92,3.63430500658762,"Hematopoietic cell lineage","http://www.genome.jp/kegg-bin/show_pathway?mmu04640 "," Cd44  Fcgr1  Dntt  Csf3r  Cd14"
0.124498938316153,13,439,1.98024090563954,"Herpes simplex virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?mmu05168 "," Irf7  Ifih1  Tlr2  Oas3  Oas2  Tap1  Pik3cd  Ikbke  Pilra  Oas1a  Zfp13  Pilrb2  Oas1g"
0.124790439340387,5,97,3.4469696969697,"Glycerophospholipid metabolism","http://www.genome.jp/kegg-bin/show_pathway?mmu00564 "," Gpcpd1  Cds1  Pla2g15  Lpcat2  Pld4"
0.124790439340387,5,99,3.37733394551576,"Toll-like receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04620 "," Irf7  Tlr2  Pik3cd  Ikbke  Cd14"
0.124790439340387,4,66,4.05280073461892,"Fc epsilon RI signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04664 "," Rac2  Vav1  Plcg2  Pik3cd"
0.124790439340387,8,219,2.44278400442784,"Regulation of actin cytoskeleton","http://www.genome.jp/kegg-bin/show_pathway?mmu04810 "," Itgb2  Nckap1l  Itgax  Chrm1  Rac2  Vav1  Pik3cd  Actg1"
0.124790439340387,8,216,2.47671156004489,"Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?mmu05417 "," Cybb  Abcg1  Irf7  Tlr2  Vav1  Pik3cd  Ikbke  Cd14"
0.180546728568866,5,111,3.01221676221676,"C-type lectin receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04625 "," Clec4n  Clec4e  Plcg2  Pik3cd  Ikbke"
0.185956902636607,4,76,3.5195374800638,"Pertussis","http://www.genome.jp/kegg-bin/show_pathway?mmu05133 "," Itgb2  C1qa  C1qb  Cd14"
0.19600687510797,4,78,3.42929292929293,"Viral myocarditis","http://www.genome.jp/kegg-bin/show_pathway?mmu05416 "," Itgb2  Rac2  Actg1  Ccnd1"
0.197472249609501,7,200,2.34049242424242,"Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?mmu04510 "," Parvg  Rac2  Vav1  Pik3cd  Col6a6  Actg1  Ccnd1"
