"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0223661458459361,9,162,3.42929292929293,"MicroRNAs in cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05206 "," Cdkn1a  Pdgfrb  Cdc25b  Tnc  Notch3  Tgfb2  Thbs1  Abcb1a  Prkca"
0.0316925911876079,5,55,5.61157024793388,"Malaria","http://www.genome.jp/kegg-bin/show_pathway?mmu05144 "," Cd36  Tgfb3  Ccl2  Tgfb2  Thbs1"
0.034111452284521,12,294,2.51948051948052,"MAPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04010 "," Tgfb3  Angpt1  Pdgfrb  Cdc25b  Ereg  Fgf21  Dusp8  Tgfb2  Prkca  Jun  Ntrk2  Flnc"
0.034111452284521,6,84,4.40909090909091,"ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04012 "," Cdkn1a  Src  Ereg  Prkca  Jun  Nrg1"
0.034111452284521,12,289,2.56307014784523,"Cytokine-cytokine receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?mmu04060 "," Tgfb3  Il1rn  Gdf3  Cx3cl1  Eda2r  Ccl2  Gdf15  Tgfb2  Tnfsf15  Cx3cr1  Cxcl2  Tnfrsf11b"
0.034111452284521,6,86,4.30655391120507,"Gap junction","http://www.genome.jp/kegg-bin/show_pathway?mmu04540 "," Tubb6  Pdgfrb  Src  Lpar1  Prkca  Tubb2a"
0.034111452284521,10,219,2.81859692818597,"Regulation of actin cytoskeleton","http://www.genome.jp/kegg-bin/show_pathway?mmu04810 "," Myh11  Itgb4  Diaph3  Pdgfrb  Itgb8  Src  Limk1  Fgf21  Itga11  Lpar1"
0.034111452284521,6,86,4.30655391120507,"Rheumatoid arthritis","http://www.genome.jp/kegg-bin/show_pathway?mmu05323 "," Tgfb3  Angpt1  Ccl2  Tgfb2  Jun  Cxcl2"
0.0351436625350935,6,89,4.16138917262513,"PPAR signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu03320 "," Pparg  Plin4  Cd36  Scd2  Me1  Fabp4"
0.0374803027110918,6,91,4.06993006993007,"Hypertrophic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?mmu05410 "," Lama2  Itgb4  Tgfb3  Itgb8  Itga11  Tgfb2"
0.0420986628271451,6,94,3.94003868471954,"Dilated cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?mmu05414 "," Lama2  Itgb4  Tgfb3  Itgb8  Itga11  Tgfb2"
0.0425022851611276,6,95,3.89856459330144,"TGF-beta signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04350 "," Tgfb3  Fbn1  Tgfb2  Thbs1  Fmod  Rgma"
0.0462360233927107,8,163,3.02955939765756,"Hepatitis B","http://www.genome.jp/kegg-bin/show_pathway?mmu05161 "," Tgfb3  Cdkn1a  Creb3l1  Src  Egr2  Tgfb2  Prkca  Jun"
0.0472185675622567,4,44,5.61157024793388,"Pyruvate metabolism","http://www.genome.jp/kegg-bin/show_pathway?mmu00620 "," Acaca  Me1  Pklr  Acyp2"
0.0472185675622567,9,201,2.76390773405699,"Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05205 "," Cdkn1a  Cd63  Src  Col1a2  Tgfb2  Thbs1  Prkca  Gpc3  Flnc"
0.0836529304077454,6,113,3.27755430410298,"TNF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04668 "," Creb3l1  Jag1  Cx3cl1  Ccl2  Jun  Cxcl2"
0.11278366489195,5,88,3.50723140495868,"Colorectal cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05210 "," Tgfb3  Cdkn1a  Ereg  Tgfb2  Jun"
0.119540840180098,6,124,2.98680351906158,"AMPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04152 "," Pparg  Cd36  Acaca  Fasn  Scd2  Creb3l1"
0.131325216929214,5,93,3.31867057673509,"Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?mmu01522 "," Cdkn1a  Jag1  Src  Notch3  Jun"
0.167182101603476,5,100,3.08636363636364,"Bile secretion","http://www.genome.jp/kegg-bin/show_pathway?mmu04976 "," Slc10a2  Aqp4  Aqp8  Abcb1a  Acnat2"
0.167182101603476,4,68,3.63101604278075,"Amphetamine addiction","http://www.genome.jp/kegg-bin/show_pathway?mmu05031 "," Gria4  Creb3l1  Prkca  Jun"
0.167182101603476,4,68,3.63101604278075,"Renal cell carcinoma","http://www.genome.jp/kegg-bin/show_pathway?mmu05211 "," Tgfb3  Cdkn1a  Tgfb2  Jun"
0.172544231206452,5,103,2.99646954986761,"Chagas disease","http://www.genome.jp/kegg-bin/show_pathway?mmu05142 "," Tgfb3  Ccl2  Serpine1  Tgfb2  Jun"
0.185032816002147,3,41,4.51662971175166,"Bladder cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05219 "," Cdkn1a  Src  Thbs1"
0.19507461843761,5,108,2.85774410774411,"Parathyroid hormone synthesis, secretion and action","http://www.genome.jp/kegg-bin/show_pathway?mmu04928 "," Cdkn1a  Nr4a2  Creb3l1  Mmp13  Prkca"
